Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,27,Minnesota,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,26,70788.730769,30486.384615,27617.230769
State,27,Minnesota,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,46,57952.23913,18411.891304,16074.673913
State,27,Minnesota,416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,12,40844.25,16795.916667,10993
State,27,Minnesota,417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,226,64305.783186,21611.522124,18629.681416
State,27,Minnesota,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,297,44135.552189,14819.451178,11813.478114
State,27,Minnesota,419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,117,39042.376068,11400.188034,8410.025641
State,27,Minnesota,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,12,46821.75,29106.333333,25314.083333
State,27,Minnesota,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,29,138065.93103,60328.655172,34251.448276
State,27,Minnesota,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,230,54633.852174,19123.352174,15025.8
State,27,Minnesota,433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,116,28819.931034,8862.362069,7097.0603448
State,27,Minnesota,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,195,47199.384615,15364.102564,12779.415385
State,27,Minnesota,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,64,34071.109375,9995.265625,7517.828125
State,27,Minnesota,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,205,41796.039024,15979.44878,11799.941463
State,27,Minnesota,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,311,25337.598071,7698.5948553,5781.7106109
State,27,Minnesota,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,87,17604.597701,5337.183908,3522.9885057
State,27,Minnesota,441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",321,50913.370717,17407.193146,15007.610592
State,27,Minnesota,442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",168,26803.922619,8861.7678571,6845.5178571
State,27,Minnesota,443,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",19,16727.263158,5560,4150.0526316
State,27,Minnesota,444,DISORDERS OF THE BILIARY TRACT WITH MCC,207,45128.140097,15275.772947,12234.009662
State,27,Minnesota,445,DISORDERS OF THE BILIARY TRACT WITH CC,240,32047.725,9487.375,7740.0541667
State,27,Minnesota,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,38,22315.342105,7515.5789474,4786.2894737
State,27,Minnesota,453,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,92,210765.6087,81377.434783,74157.065217
State,27,Minnesota,454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,649,124910.94761,53669.619414,45248.359014
State,27,Minnesota,455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,303,84995.042904,37973.145215,33503.290429
State,27,Minnesota,456,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",33,437022.21212,138855.93939,114981.84848
State,27,Minnesota,457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",76,150483.18421,58797.460526,52986.592105
State,27,Minnesota,459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,71,161013.53521,63273.943662,56872.521127
State,27,Minnesota,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,544,91172.744485,35046.4375,28903.619485
State,27,Minnesota,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,33,70530.454545,30587.515152,22820.909091
State,27,Minnesota,463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,90,148722.7,55738.5,46770.966667
State,27,Minnesota,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,162,81600.901235,27057.617284,24507.734568
State,27,Minnesota,465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,17,63236.235294,20660.588235,15428.764706
State,27,Minnesota,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,73,126560.60274,49088.534247,42617.123288
State,27,Minnesota,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,405,78880.748148,32785.550617,27050.62716
State,27,Minnesota,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,123,65985.065041,23216.138211,20591.886179
State,27,Minnesota,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,136,86750.367647,28594.014706,25419.647059
State,27,Minnesota,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,1929,43092.898911,15545.624158,13120.40902
State,27,Minnesota,471,CERVICAL SPINAL FUSION WITH MCC,65,141388.55385,46632.615385,42817.4
State,27,Minnesota,472,CERVICAL SPINAL FUSION WITH CC,269,72116.416357,27116.141264,22442.089219
State,27,Minnesota,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,73,60032.410959,20290.753425,17807.684932
State,27,Minnesota,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,46,146345.21739,49961.043478,41714.673913
State,27,Minnesota,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,66,82233.515152,25919.242424,22657.712121
State,27,Minnesota,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,50,116401.4,35313.46,31154.1
State,27,Minnesota,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,73,64284.136986,20108.520548,18565.821918
State,27,Minnesota,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,457,74945.816193,26204.45733,23162.420131
State,27,Minnesota,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,1099,53697.858053,17373.844404,15291.982712
State,27,Minnesota,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,142,39871.514085,13632.457746,10857.422535
State,27,Minnesota,483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,417,59552.904077,20295.494005,17233.263789
State,27,Minnesota,485,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,24,96922.375,30417.875,24345.5
State,27,Minnesota,486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,49,57665.326531,18873.142857,16397.693878
State,27,Minnesota,487,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,13,33038.153846,13552.076923,10449.461538
State,27,Minnesota,488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,29,57857.413793,17365.827586,14414.068966
State,27,Minnesota,489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,23,39184.26087,12109.043478,7804.0869565
State,27,Minnesota,492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",107,84617.261682,30960.158879,27051.28972
State,27,Minnesota,493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",301,53912.498339,20327.51495,15962.039867
State,27,Minnesota,494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",98,43941.663265,15698.326531,12770.94898
State,27,Minnesota,495,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH MCC,15,126072.26667,45964.533333,32113.666667
State,27,Minnesota,496,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,52,59088.980769,21423.423077,14977.961538
State,27,Minnesota,500,SOFT TISSUE PROCEDURES WITH MCC,39,79089.512821,28449.25641,26759.358974
State,27,Minnesota,501,SOFT TISSUE PROCEDURES WITH CC,90,54334.766667,16827.333333,14029.788889
State,27,Minnesota,502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,28,40788.285714,12300,9911.25
State,27,Minnesota,503,FOOT PROCEDURES WITH MCC,17,57110.235294,20866.294118,19065.470588
State,27,Minnesota,504,FOOT PROCEDURES WITH CC,34,43131.117647,14858.617647,13376.794118
State,27,Minnesota,510,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",19,65049.736842,22084.263158,19558.052632
State,27,Minnesota,511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",51,49428.647059,16631.352941,14041
State,27,Minnesota,512,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",18,39083.222222,13258.111111,9448.6111111
State,27,Minnesota,513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",33,39005.757576,14127.151515,12442.454545
State,27,Minnesota,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,70,88170.657143,29442.628571,25919.857143
State,27,Minnesota,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,232,50378.168103,19053.353448,14312.603448
State,27,Minnesota,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,101,40722.50495,12583.534653,10026.435644
State,27,Minnesota,518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,42,123031.95238,36751.309524,33005.428571
State,27,Minnesota,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,193,53775.694301,18260.227979,14090.756477
State,27,Minnesota,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,83,39238.614458,13607.180723,9820.939759
State,27,Minnesota,521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,245,73942.232653,25854.371429,23716.636735
State,27,Minnesota,522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,618,51502.046926,17875.76699,15685.375405
State,27,Minnesota,534,FRACTURES OF FEMUR WITHOUT MCC,32,16869.8125,6477.09375,5005.8125
State,27,Minnesota,535,FRACTURES OF HIP AND PELVIS WITH MCC,84,27977.547619,9764.8333333,8181.0357143
State,27,Minnesota,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,220,20809.872727,6708.5136364,4868.1863636
State,27,Minnesota,537,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",15,35236.866667,8860.9333333,7301.4
State,27,Minnesota,539,OSTEOMYELITIS WITH MCC,39,50193.358974,20106.205128,15495.769231
State,27,Minnesota,540,OSTEOMYELITIS WITH CC,27,40503.259259,11645.814815,10215.888889
State,27,Minnesota,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,165,51092.666667,17269.509091,15106.381818
State,27,Minnesota,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,306,29571.081699,9319.6928105,7509.6666667
State,27,Minnesota,544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,53,19727.886792,7027.509434,5069.5283019
State,27,Minnesota,545,CONNECTIVE TISSUE DISORDERS WITH MCC,82,78650.426829,27964.280488,23189.5
State,27,Minnesota,546,CONNECTIVE TISSUE DISORDERS WITH CC,67,34081.865672,11456.716418,9486.7164179
State,27,Minnesota,549,SEPTIC ARTHRITIS WITH CC,19,20918.684211,9671.7368421,8832.3157895
State,27,Minnesota,551,MEDICAL BACK PROBLEMS WITH MCC,229,41443.851528,14601.567686,11491.934498
State,27,Minnesota,552,MEDICAL BACK PROBLEMS WITHOUT MCC,660,23458.254545,8175.4484848,6071.5621212
State,27,Minnesota,553,BONE DISEASES AND ARTHROPATHIES WITH MCC,52,29490.826923,11798.019231,8959
State,27,Minnesota,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,146,24268.636986,7728.3972603,5468.7465753
State,27,Minnesota,555,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,37,42461.108108,13008.189189,11353.297297
State,27,Minnesota,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,120,20907.583333,7294.5333333,5408.8666667
State,27,Minnesota,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",50,38002.2,11261.34,9894.76
State,27,Minnesota,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",112,21000.732143,7437.1339286,5525.7142857
State,27,Minnesota,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",33,38727.121212,16120.272727,12005.515152
State,27,Minnesota,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",65,26178.6,9701.4,7940.6307692
State,27,Minnesota,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",17,13649.705882,6517.4117647,5387.8823529
State,27,Minnesota,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",89,41937.550562,12001.52809,10339.224719
State,27,Minnesota,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",253,21949.735178,7485.7747036,5486.9407115
State,27,Minnesota,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,67,40051.283582,13217.029851,11086.41791
State,27,Minnesota,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,108,24995.814815,9285.1481481,6650.3703704
State,27,Minnesota,570,SKIN DEBRIDEMENT WITH MCC,40,101901.775,27919.675,25909.825
State,27,Minnesota,571,SKIN DEBRIDEMENT WITH CC,73,51422.520548,14807.013699,12532.616438
State,27,Minnesota,572,SKIN DEBRIDEMENT WITHOUT CC/MCC,14,29264.428571,9246.8571429,7895.7857143
State,27,Minnesota,577,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,32,76885.4375,24931.34375,22859.125
State,27,Minnesota,578,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,11,63249.363636,15398.454545,13346.909091
State,27,Minnesota,579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",53,102955.20755,33289.339623,28181.849057
State,27,Minnesota,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",126,46378.515873,14945.269841,11849.952381
State,27,Minnesota,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",36,37033.916667,11494.138889,8973.4722222
State,27,Minnesota,592,SKIN ULCERS WITH MCC,26,69819.461538,21057.538462,17442.615385
State,27,Minnesota,593,SKIN ULCERS WITH CC,31,27990.322581,9201.3870968,8020.3225806
State,27,Minnesota,595,MAJOR SKIN DISORDERS WITH MCC,16,37892,17619.1875,14623.5625
State,27,Minnesota,596,MAJOR SKIN DISORDERS WITHOUT MCC,26,21053.807692,8874.8846154,6859
State,27,Minnesota,597,MALIGNANT BREAST DISORDERS WITH MCC,19,39447.526316,14066.631579,12368.157895
State,27,Minnesota,600,NON-MALIGNANT BREAST DISORDERS WITH CC/MCC,11,19803.363636,8882.3636364,6752.1818182
State,27,Minnesota,602,CELLULITIS WITH MCC,272,37767.746324,12672.084559,10800.959559
State,27,Minnesota,603,CELLULITIS WITHOUT MCC,747,20138.263722,7462.8955823,5662.9892905
State,27,Minnesota,604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",49,39648.346939,12891.693878,10186.755102
State,27,Minnesota,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",153,25938.921569,8551.875817,6448.8104575
State,27,Minnesota,606,MINOR SKIN DISORDERS WITH MCC,36,40417.722222,14088.166667,12174.888889
State,27,Minnesota,607,MINOR SKIN DISORDERS WITHOUT MCC,69,23799.028986,8146.4492754,5748.2463768
State,27,Minnesota,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,68,72691.926471,27126.558824,19741.955882
State,27,Minnesota,615,ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,26,46453.384615,15996.884615,12271.038462
State,27,Minnesota,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",45,98529.555556,36873.733333,31700.555556
State,27,Minnesota,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",193,51397.953368,17240.891192,14660.621762
State,27,Minnesota,619,O.R. PROCEDURES FOR OBESITY WITH MCC,16,53726,30471.4375,23809.9375
State,27,Minnesota,620,O.R. PROCEDURES FOR OBESITY WITH CC,72,42610.847222,15505.291667,12459.041667
State,27,Minnesota,621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,65,42726.169231,13647.030769,11141.984615
State,27,Minnesota,622,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",19,73074.315789,27804.421053,26198.473684
State,27,Minnesota,623,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",71,46208.577465,15083.760563,12762.971831
State,27,Minnesota,625,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC",11,74816.545455,32177.909091,28207.272727
State,27,Minnesota,626,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",36,61285,17345.555556,12316.444444
State,27,Minnesota,628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",49,96520.122449,32282.020408,30363.183673
State,27,Minnesota,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",58,58268.810345,20117.586207,17722.586207
State,27,Minnesota,637,DIABETES WITH MCC,331,38381.247734,12655.637462,10726.682779
State,27,Minnesota,638,DIABETES WITH CC,506,23059.909091,7972.2747036,5998.3636364
State,27,Minnesota,639,DIABETES WITHOUT CC/MCC,54,15630.037037,6049.4074074,3983.8148148
State,27,Minnesota,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",924,34425.28355,11398.632035,9586.525974
State,27,Minnesota,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",808,21542.045792,6857.950495,5202.3069307
State,27,Minnesota,642,INBORN AND OTHER DISORDERS OF METABOLISM,28,38361.5,12725.642857,11330.571429
State,27,Minnesota,643,ENDOCRINE DISORDERS WITH MCC,157,45645.050955,15642.878981,13704.490446
State,27,Minnesota,644,ENDOCRINE DISORDERS WITH CC,181,25459.950276,8580.2872928,7034.3149171
State,27,Minnesota,645,ENDOCRINE DISORDERS WITHOUT CC/MCC,34,21464.117647,6714.2941176,5315.7941176
State,27,Minnesota,650,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,35,259437.2,49918.857143,46602.514286
State,27,Minnesota,651,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC,33,235415.75758,41102.969697,37796.212121
State,27,Minnesota,652,KIDNEY TRANSPLANT,204,203653.61765,48336.769608,25042.838235
State,27,Minnesota,653,MAJOR BLADDER PROCEDURES WITH MCC,37,159429.2973,54338.837838,51514.648649
State,27,Minnesota,654,MAJOR BLADDER PROCEDURES WITH CC,106,101894.19811,30936.424528,24869.349057
State,27,Minnesota,655,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,24,79956.875,21676.375,14574.916667
State,27,Minnesota,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,40,83212.95,29617.6,24440.75
State,27,Minnesota,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,166,59835.180723,18934.512048,14495.837349
State,27,Minnesota,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,49,51072.306122,14848.591837,11386.55102
State,27,Minnesota,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,195,70248.646154,24800.369231,21799.902564
State,27,Minnesota,660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,356,40163.876404,13342.870787,10224.176966
State,27,Minnesota,661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,144,30883.361111,9062.1180556,6923.5902778
State,27,Minnesota,662,MINOR BLADDER PROCEDURES WITH MCC,13,88802.769231,30808.615385,26815.923077
State,27,Minnesota,663,MINOR BLADDER PROCEDURES WITH CC,31,40763.322581,14038.774194,11769.580645
State,27,Minnesota,666,PROSTATECTOMY WITH CC,17,36898.470588,13566.176471,12551.470588
State,27,Minnesota,668,TRANSURETHRAL PROCEDURES WITH MCC,23,102438.82609,37237.347826,31310.956522
State,27,Minnesota,669,TRANSURETHRAL PROCEDURES WITH CC,51,42085.470588,12662.235294,10518.470588
State,27,Minnesota,670,TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,11,26605.454545,7841.0909091,6819.4545455
State,27,Minnesota,673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,195,121565.38462,38613.261538,34858.348718
State,27,Minnesota,674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,98,63359.765306,21403.469388,18332.714286
State,27,Minnesota,682,RENAL FAILURE WITH MCC,837,38727.925926,13263.701314,10948.303465
State,27,Minnesota,683,RENAL FAILURE WITH CC,909,23385.163916,7815.2541254,6204.0110011
State,27,Minnesota,684,RENAL FAILURE WITHOUT CC/MCC,62,16697.225806,5350.3387097,3528.2741935
State,27,Minnesota,686,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,31,36296,15899.096774,14233.322581
State,27,Minnesota,687,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,24,30408.5,9152.875,7995.5
State,27,Minnesota,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,647,29416.853168,9684.8639876,8197.7125193
State,27,Minnesota,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,955,20457.438743,6925.6554974,5413.5664921
State,27,Minnesota,693,URINARY STONES WITH MCC,15,43326.2,10994.866667,9486
State,27,Minnesota,694,URINARY STONES WITHOUT MCC,65,23617.784615,6839.6769231,4472.2153846
State,27,Minnesota,695,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,15,30746,10591.666667,9016.8
State,27,Minnesota,696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,62,18909.935484,6216.016129,4709.016129
State,27,Minnesota,698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,1077,42191.16156,14718.36676,12353.853296
State,27,Minnesota,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,477,27327.595388,9625.9916143,7247.4025157
State,27,Minnesota,700,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,26,13790.230769,6834.2307692,4891.7307692
State,27,Minnesota,707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,82,60505.231707,23368.304878,12776.743902
State,27,Minnesota,708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,35,43983.428571,12828.657143,8881.3714286
State,27,Minnesota,713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,50,37037.42,12210.68,10337.56
State,27,Minnesota,717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,23,51273.086957,17629.869565,12874.608696
State,27,Minnesota,722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",12,66873.666667,20095.083333,18425.5
State,27,Minnesota,723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",17,30689.941176,9422.5294118,7930.4117647
State,27,Minnesota,726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,24,21813.041667,6946.125,5164.1666667
State,27,Minnesota,727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,17,41582.294118,12454.764706,11202.647059
State,27,Minnesota,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,27,19918.592593,6985.4074074,5512.6666667
State,27,Minnesota,734,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",30,86385.133333,24865.1,18111.9
State,27,Minnesota,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,62,69334.870968,24022.483871,15555.935484
State,27,Minnesota,740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,42,69045.97619,18415.190476,12775.52381
State,27,Minnesota,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,58,52374.068966,16696.362069,13927.448276
State,27,Minnesota,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,60,33775.95,11829.85,6984.8666667
State,27,Minnesota,744,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",14,55183.357143,19441.357143,13131.285714
State,27,Minnesota,746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",18,63088.111111,17946.277778,13638.888889
State,27,Minnesota,747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",16,29893.1875,7757.6875,6485.875
